SOLUTION
7 n100w8

ASSIGNMENTS = 363
NU_31 Mon Early Caretaker
NU_31 Tue Early Caretaker
NU_31 Wed Early Nurse
NU_31 Sat Day Nurse
NU_31 Sun Day Nurse
NU_32 Mon Day Nurse
NU_32 Tue Day Nurse
NU_32 Wed Day Caretaker
NU_32 Thu Day Nurse
NU_33 Mon Early Nurse
NU_33 Tue Early Nurse
NU_33 Wed Late Nurse
NU_33 Thu Late Nurse
NU_34 Wed Late Caretaker
NU_34 Thu Late Nurse
NU_34 Fri Late Nurse
CT_35 Mon Night Caretaker
CT_35 Tue Night Caretaker
CT_35 Wed Night Caretaker
CT_35 Thu Night Caretaker
CT_35 Fri Night Caretaker
CT_36 Tue Day Caretaker
CT_36 Wed Day Caretaker
CT_36 Thu Day Caretaker
CT_37 Mon Early Caretaker
CT_37 Tue Late Caretaker
CT_37 Wed Late Caretaker
CT_37 Thu Night Caretaker
CT_37 Fri Night Caretaker
CT_38 Wed Late Caretaker
CT_38 Thu Late Caretaker
CT_38 Fri Late Caretaker
CT_39 Thu Late Caretaker
CT_39 Fri Late Caretaker
CT_40 Wed Late Caretaker
CT_40 Thu Late Caretaker
CT_40 Fri Late Caretaker
CT_41 Wed Early Caretaker
CT_41 Thu Early Caretaker
CT_42 Wed Night Caretaker
CT_42 Thu Night Caretaker
CT_42 Fri Night Caretaker
CT_42 Sat Night Caretaker
CT_42 Sun Night Caretaker
CT_43 Tue Day Caretaker
CT_43 Wed Day Caretaker
CT_43 Thu Day Caretaker
CT_43 Fri Day Caretaker
CT_44 Mon Night Caretaker
CT_44 Tue Night Caretaker
CT_44 Thu Early Caretaker
CT_44 Fri Early Caretaker
CT_45 Tue Day Caretaker
CT_45 Wed Day Caretaker
CT_45 Sat Day Caretaker
CT_45 Sun Day Caretaker
CT_46 Mon Early Caretaker
CT_46 Tue Early Caretaker
CT_46 Wed Early Caretaker
CT_46 Thu Late Caretaker
CT_46 Fri Late Caretaker
CT_47 Mon Day Caretaker
CT_47 Tue Day Caretaker
CT_47 Wed Day Caretaker
CT_47 Thu Day Caretaker
CT_47 Fri Day Caretaker
CT_48 Mon Night Caretaker
CT_48 Tue Night Caretaker
CT_48 Wed Night Caretaker
CT_48 Thu Night Caretaker
CT_48 Fri Night Caretaker
CT_49 Wed Late Caretaker
CT_49 Thu Late Caretaker
CT_49 Fri Late Caretaker
CT_50 Mon Day Caretaker
CT_50 Tue Day Caretaker
CT_50 Wed Early Caretaker
CT_50 Thu Late Caretaker
CT_50 Fri Late Caretaker
CT_51 Mon Late Caretaker
CT_51 Tue Late Caretaker
CT_51 Sat Night Caretaker
CT_51 Sun Night Caretaker
CT_52 Wed Day Caretaker
CT_52 Thu Day Caretaker
CT_52 Fri Day Caretaker
CT_53 Thu Early Caretaker
CT_53 Fri Early Caretaker
CT_54 Mon Late Caretaker
CT_54 Tue Late Caretaker
CT_54 Wed Late Caretaker
CT_54 Thu Late Caretaker
CT_54 Fri Late Caretaker
CT_55 Tue Early Caretaker
CT_55 Wed Early Caretaker
CT_57 Mon Day Caretaker
CT_57 Tue Day Caretaker
CT_57 Wed Night Caretaker
CT_57 Thu Night Caretaker
CT_57 Fri Night Caretaker
CT_58 Mon Day Caretaker
CT_58 Tue Day Caretaker
CT_58 Wed Day Caretaker
CT_58 Thu Day Caretaker
CT_59 Mon Day Caretaker
CT_59 Tue Day Caretaker
CT_59 Sat Early Caretaker
CT_59 Sun Early Caretaker
CT_60 Mon Day Caretaker
CT_60 Thu Early Caretaker
CT_60 Fri Early Caretaker
CT_60 Sat Late Caretaker
CT_60 Sun Late Caretaker
CT_61 Tue Day Caretaker
CT_61 Wed Day Caretaker
CT_61 Thu Early Caretaker
CT_61 Fri Early Caretaker
CT_62 Mon Night Caretaker
CT_62 Thu Early Caretaker
CT_62 Fri Early Caretaker
CT_62 Sat Day Caretaker
CT_62 Sun Day Caretaker
CT_63 Mon Late Caretaker
CT_63 Tue Late Caretaker
CT_63 Wed Late Caretaker
CT_64 Mon Late Caretaker
CT_64 Tue Late Caretaker
CT_64 Sat Day Caretaker
CT_64 Sun Day Caretaker
CT_65 Sat Late Caretaker
CT_65 Sun Late Caretaker
CT_66 Fri Day Caretaker
CT_66 Sat Day Caretaker
CT_66 Sun Night Caretaker
CT_67 Mon Early Caretaker
CT_67 Tue Early Caretaker
CT_68 Mon Early Caretaker
CT_68 Tue Early Caretaker
CT_68 Fri Day Caretaker
CT_68 Sat Day Caretaker
CT_68 Sun Late Caretaker
CT_69 Fri Early Caretaker
CT_69 Sat Early Caretaker
CT_69 Sun Early Caretaker
CT_70 Sat Early Caretaker
CT_70 Sun Early Caretaker
CT_71 Fri Late Caretaker
CT_71 Sat Late Caretaker
CT_71 Sun Late Caretaker
CT_72 Tue Day Caretaker
CT_72 Wed Day Caretaker
CT_72 Thu Day Caretaker
CT_72 Fri Day Caretaker
CT_73 Tue Day Caretaker
CT_73 Wed Day Caretaker
CT_73 Thu Day Caretaker
CT_73 Fri Day Caretaker
CT_73 Sat Day Caretaker
CT_73 Sun Day Caretaker
CT_74 Mon Late Caretaker
CT_74 Tue Late Caretaker
CT_74 Wed Night Caretaker
CT_74 Thu Night Caretaker
CT_74 Fri Night Caretaker
TR_75 Thu Early Trainee
TR_75 Fri Early Trainee
TR_76 Mon Late Trainee
TR_76 Fri Night Trainee
TR_76 Sat Night Trainee
TR_76 Sun Night Trainee
TR_77 Mon Late Trainee
TR_77 Tue Late Trainee
TR_77 Sat Early Trainee
TR_77 Sun Early Trainee
TR_78 Mon Day Trainee
TR_79 Mon Late Trainee
TR_79 Tue Late Trainee
TR_80 Mon Day Trainee
TR_80 Tue Late Trainee
TR_80 Wed Late Trainee
TR_81 Wed Early Trainee
TR_81 Thu Early Trainee
TR_81 Fri Early Trainee
TR_82 Tue Night Trainee
TR_82 Wed Night Trainee
TR_82 Thu Night Trainee
TR_82 Fri Night Trainee
TR_83 Mon Day Trainee
TR_83 Tue Day Trainee
TR_83 Wed Day Trainee
TR_83 Thu Late Trainee
TR_83 Fri Late Trainee
TR_84 Mon Night Trainee
TR_84 Fri Night Trainee
TR_84 Sat Night Trainee
TR_84 Sun Night Trainee
TR_85 Mon Late Trainee
TR_86 Tue Late Trainee
TR_86 Wed Late Trainee
TR_87 Mon Early Trainee
TR_87 Tue Early Trainee
TR_87 Wed Early Trainee
TR_88 Mon Day Trainee
TR_88 Tue Day Trainee
TR_88 Wed Day Trainee
TR_88 Thu Day Trainee
TR_88 Fri Late Trainee
TR_89 Mon Night Trainee
TR_89 Tue Night Trainee
TR_89 Wed Night Trainee
TR_90 Mon Early Trainee
TR_90 Tue Early Trainee
TR_90 Wed Day Trainee
TR_90 Thu Day Trainee
TR_90 Fri Day Trainee
TR_91 Mon Night Trainee
TR_91 Tue Night Trainee
TR_91 Wed Night Trainee
TR_91 Thu Night Trainee
TR_91 Sat Late Trainee
TR_91 Sun Late Trainee
TR_92 Mon Late Trainee
TR_92 Tue Late Trainee
TR_92 Wed Night Trainee
TR_92 Thu Night Trainee
TR_92 Fri Night Trainee
TR_93 Thu Day Trainee
TR_93 Fri Day Trainee
TR_94 Wed Early Trainee
TR_94 Thu Early Trainee
TR_95 Wed Late Trainee
TR_95 Thu Late Trainee
TR_95 Fri Late Trainee
TR_96 Mon Early Trainee
TR_96 Thu Early Trainee
TR_96 Fri Early Trainee
TR_96 Sat Day Trainee
TR_96 Sun Day Trainee
TR_97 Wed Day Trainee
TR_97 Thu Day Trainee
TR_97 Fri Day Trainee
TR_98 Mon Late Trainee
TR_98 Tue Late Trainee
TR_98 Sat Early Trainee
TR_98 Sun Early Trainee
TR_99 Tue Early Trainee
TR_99 Wed Late Trainee
TR_99 Thu Late Trainee
